File Name,Lines*,Statements,Percent Branch Statements,Method Call Statements,Percent Lines with Comments,Classes and Interfaces,Methods per Class,Average Statements per Method,Line Number of Most Complex Method*,Name of Most Complex Method*,Maximum Complexity*,Line Number of Deepest Block,Maximum Block Depth,Average Block Depth,Average Complexity*,Statements at block level 0,Statements at block level 1,Statements at block level 2,Statements at block level 3,Statements at block level 4,Statements at block level 5,Statements at block level 6,Statements at block level 7,Statements at block level 8,Statements at block level 9,commit_count,commiter_count,numberOfReportedBugs
src/main/java/org/apache/commons/math/geometry/euclidean/twod/Line.java,364,136,3/7,78,39/8,2,8/50,5/65,128,Line.revertSelf(),3,133,3,1/45,1/42,22,42,61,11,0,0,0,0,0,0,6,3,0
src/main/java/org/apache/commons/math/geometry/euclidean/twod/NestedLoops.java,158,65,21/5,34,37/3,1,6/00,7/50,122,NestedLoops.add(),7,127,4,2/06,3/33,10,10,19,18,8,0,0,0,0,0,4,3,0
src/main/java/org/apache/commons/math/geometry/euclidean/twod/package-info.java,24,1,0/0,0,0/0,0,0/00,0/00,,,0,24,0,0/00,0/00,1,0,0,0,0,0,0,0,0,0,3,3,0
src/main/java/org/apache/commons/math/geometry/euclidean/twod/PolygonsSet.java,412,154,10/4,172,31/8,1,6/00,15/50,49,PolygonsSet.boxBoundary(),1,222,5,3/13,1/00,21,13,20,20,33,48,0,0,0,0,7,3,0
src/main/java/org/apache/commons/math/geometry/euclidean/twod/Segment.java,57,15,0/0,0,36/8,1,4/00,1/50,40,Segment.getLine(),1,41,2,1/27,1/00,2,7,6,0,0,0,0,0,0,0,5,3,0
src/main/java/org/apache/commons/math/geometry/euclidean/twod/SubLine.java,176,61,1/6,78,33/5,1,4/00,10/00,80,SubLine.getSegments(),2,87,3,1/80,1/25,17,4,14,26,0,0,0,0,0,0,9,3,0
src/main/java/org/apache/commons/math/geometry/euclidean/twod/Vector2D.java,341,126,4/8,51,43/7,1,36/00,2/03,345,Vector2D.equals(),5,354,4,1/57,1/25,10,43,65,7,1,0,0,0,0,0,4,3,0
src/main/java/org/apache/commons/math/geometry/euclidean/twod/Vector2DFormat.java,122,36,5/6,20,40/2,1,9/00,1/89,115,Vector2DFormat.parse(),2,121,3,1/25,1/22,10,9,15,2,0,0,0,0,0,0,4,3,0
src/main/java/org/apache/commons/math/geometry/package-info.java,25,1,0/0,0,0/0,0,0/00,0/00,,,0,25,0,0/00,0/00,1,0,0,0,0,0,0,0,0,0,3,3,0
src/main/java/org/apache/commons/math/geometry/partitioning/AbstractRegion.java,549,255,32/2,230,34/8,3,10/33,5/77,436,"AbstractRegion<S extends Space, T extends Space> implements Region<S>.recurseSides()",28,453,6,3/04,2/93,9,29,62,57,48,43,8,0,0,0,5,3,0
src/main/java/org/apache/commons/math/geometry/partitioning/AbstractSubHyperplane.java,136,37,5/4,30,42/6,1,6/00,1/17,50,"AbstractSubHyperplane<S extends Space, T extends Space>.isEmpty()",1,127,3,1/59,1/00,4,11,18,4,0,0,0,0,0,0,4,3,0
src/main/java/org/apache/commons/math/geometry/partitioning/BoundaryAttribute.java,76,12,0/0,0,56/6,1,3/00,1/33,56,BoundaryAttribute<S extends Space>.getPlusInside(),1,58,2,1/08,1/00,3,5,4,0,0,0,0,0,0,0,3,3,0
src/main/java/org/apache/commons/math/geometry/partitioning/BoundarySizeVisitor.java,57,18,11/1,7,24/6,1,5/00,1/80,43,BoundarySizeVisitor<S extends Space> implements BSPTreeVisitor<S>.visitInternalNode(),3,48,3,1/44,1/40,3,6,7,2,0,0,0,0,0,0,3,3,0
src/main/java/org/apache/commons/math/geometry/partitioning/BSPTree.java,568,195,18/5,126,47/9,2,6/50,6/31,0,LeafMerger<S extends Space>.{none}(),14,246,5,2/72,2/86,5,19,70,60,14,27,0,0,0,0,5,3,0
src/main/java/org/apache/commons/math/geometry/partitioning/BSPTreeVisitor.java,99,8,0/0,0,72/7,2,1/50,0/00,,,0,83,2,0/75,0/00,3,4,1,0,0,0,0,0,0,0,4,3,0
src/main/java/org/apache/commons/math/geometry/partitioning/Characterization.java,79,27,22/2,4,32/9,1,6/00,2/67,74,Characterization<S extends Space>.add(),7,77,4,1/93,2/33,3,8,8,4,4,0,0,0,0,0,4,3,0
src/main/java/org/apache/commons/math/geometry/partitioning/Embedding.java,53,6,0/0,0,64/2,1,0/00,0/00,,,0,52,1,0/33,0/00,4,2,0,0,0,0,0,0,0,0,3,3,0
src/main/java/org/apache/commons/math/geometry/partitioning/Hyperplane.java,68,9,0/0,0,66/2,1,5/00,0/00,,,0,46,1,0/56,0/00,4,5,0,0,0,0,0,0,0,0,4,3,0
src/main/java/org/apache/commons/math/geometry/partitioning/package-info.java,108,1,0/0,0,0/0,0,0/00,0/00,,,0,108,0,0/00,0/00,1,0,0,0,0,0,0,0,0,0,3,3,0
src/main/java/org/apache/commons/math/geometry/partitioning/Region.java,164,18,0/0,0,82/3,2,5/00,0/00,,,0,58,2,0/83,0/00,4,13,1,0,0,0,0,0,0,0,4,3,0
src/main/java/org/apache/commons/math/geometry/partitioning/RegionFactory.java,218,72,12/5,69,33/0,6,0/67,0/75,35,RegionFactory<S extends Space>.RegionFactory(),1,56,4,2/46,1/00,3,7,28,22,12,0,0,0,0,0,3,3,0
src/main/java/org/apache/commons/math/geometry/partitioning/Side.java,32,3,0/0,0,28/1,1,0/00,0/00,,,0,36,1,0/33,0/00,2,1,0,0,0,0,0,0,0,0,2,3,0
src/main/java/org/apache/commons/math/geometry/partitioning/SubHyperplane.java,105,17,0/0,0,62/9,2,4/00,0/00,,,0,105,3,1/50,0/00,3,8,5,4,0,0,0,0,0,0,4,3,0
src/main/java/org/apache/commons/math/geometry/partitioning/Transform.java,71,7,0/0,0,70/4,1,0/00,0/00,,,0,61,1,0/43,0/00,4,3,0,0,0,0,0,0,0,0,4,3,0
src/main/java/org/apache/commons/math/geometry/partitioning/utilities/AVLTree.java,566,306,35/0,42,31/3,3,8/00,11/29,369,Node.delete(),13,428,8,4/54,3/67,2,12,35,51,58,55,41,16,36,0,4,3,0
src/main/java/org/apache/commons/math/geometry/partitioning/utilities/OrderedTuple.java,356,144,27/8,32,45/8,1,11/00,8/09,247,OrderedTuple.compareTo(),17,268,6,2/70,4/27,4,22,48,29,23,16,2,0,0,0,4,3,0
src/main/java/org/apache/commons/math/geometry/partitioning/utilities/package-info.java,24,1,0/0,0,0/0,0,0/00,0/00,,,0,24,0,0/00,0/00,1,0,0,0,0,0,0,0,0,0,3,3,0
src/main/java/org/apache/commons/math/geometry/Space.java,34,5,0/0,0,35/3,1,2/00,0/00,,,0,31,1,0/40,0/00,3,2,0,0,0,0,0,0,0,0,3,3,0
src/main/java/org/apache/commons/math/geometry/Vector.java,142,25,0/0,0,70/4,1,17/00,0/00,,,0,34,1,0/84,0/00,4,21,0,0,0,0,0,0,0,0,4,3,0
src/main/java/org/apache/commons/math/geometry/VectorFormat.java,242,70,0/0,43,50/4,1,10/00,1/60,80,VectorFormat<S extends Space>.format(),1,82,2,1/11,1/00,8,46,16,0,0,0,0,0,0,0,4,3,0
src/main/java/org/apache/commons/math/linear/AbstractFieldMatrix.java,974,492,22/8,366,21/7,4,14/75,7/97,136,AbstractFieldMatrix<T extends FieldElement<T>>.buildArray(),118,255,6,3/16,4/83,14,8,80,238,100,50,5,0,0,0,26,3,0
src/main/java/org/apache/commons/math/linear/AbstractRealMatrix.java,819,454,21/1,291,15/9,6,9/50,7/56,269,getNorm().getFrobeniusNorm(),78,669,7,3/79,4/18,10,14,53,76,188,74,40,4,0,0,28,3,0
src/main/java/org/apache/commons/math/linear/AnyMatrix.java,41,5,0/0,0,46/3,1,3/00,0/00,,,0,32,1,0/60,0/00,2,3,0,0,0,0,0,0,0,0,3,3,0
src/main/java/org/apache/commons/math/linear/Array2DRowFieldMatrix.java,535,231,19/5,141,31/8,1,31/00,4/87,317,Array2DRowFieldMatrix<T extends FieldElement<T>>.setSubMatrix(),9,165,5,2/25,2/26,11,33,107,51,26,3,0,0,0,0,18,3,0
src/main/java/org/apache/commons/math/linear/Array2DRowRealMatrix.java,478,191,4/2,161,26/6,1,8/00,21/50,94,Array2DRowRealMatrix.Array2DRowRealMatrix(),8,111,5,1/96,2/14,9,10,158,9,4,1,0,0,0,0,17,3,0
src/main/java/org/apache/commons/math/linear/ArrayFieldVector.java,810,340,19/4,187,37/8,1,48/00,4/15,824,ArrayFieldVector<T extends FieldElement<T>> implements FieldVector<T>.equals(),7,668,5,2/14,2/10,13,52,167,94,11,3,0,0,0,0,23,3,0
src/main/java/org/apache/commons/math/linear/ArrayRealVector.java,813,398,21/1,165,27/4,1,61/00,5/26,820,ArrayRealVector.equals(),8,602,5,2/32,2/44,13,64,140,146,32,3,0,0,0,0,33,3,1
src/main/java/org/apache/commons/math/linear/BiDiagonalTransformer.java,331,158,6/3,66,25/1,1,3/00,48/67,88,BiDiagonalTransformer.getU(),8,112,7,3/47,5/50,3,9,14,32,95,1,4,2,0,0,7,3,0
src/main/java/org/apache/commons/math/linear/BlockFieldMatrix.java,1382,767,18/4,309,21/6,1,46/00,12/52,637,BlockFieldMatrix<T extends FieldElement<T>> extends AbstractFieldMatrix<T>.getSubMatrix(),9,515,9+,3/22,3/50,10,53,258,160,122,89,49,14,10,2,21,3,0
src/main/java/org/apache/commons/math/linear/BlockRealMatrix.java,1397,785,18/9,245,21/0,1,54/00,13/22,645,BlockRealMatrix.getSubMatrix(),9,492,9+,3/22,3/78,10,61,255,164,127,92,50,14,10,2,19,3,0
src/main/java/org/apache/commons/math/linear/CholeskyDecomposition.java,273,108,23/1,31,38/8,2,5/50,7/82,257,Solver.solve(),10,278,6,3/00,3/27,4,12,22,28,28,12,2,0,0,0,14,3,0
src/main/java/org/apache/commons/math/linear/ConjugateGradient.java,242,91,11/0,39,43/4,3,2/67,9/13,166,ConjugateGradient.solveInPlace(),13,200,4,2/46,2/50,7,10,29,26,20,0,0,0,0,0,10,3,0
src/main/java/org/apache/commons/math/linear/DecompositionSolver.java,66,6,0/0,0,65/2,1,4/00,0/00,,,0,48,1,0/67,0/00,2,4,0,0,0,0,0,0,0,0,9,3,0
src/main/java/org/apache/commons/math/linear/DefaultFieldMatrixChangingVisitor.java,52,11,0/0,0,34/6,1,4/00,0/75,41,DefaultFieldMatrixChangingVisitor<T extends FieldElement<T>>.end(),1,42,2,1/00,1/00,3,5,3,0,0,0,0,0,0,0,9,3,0
src/main/java/org/apache/commons/math/linear/DefaultFieldMatrixPreservingVisitor.java,50,10,0/0,0,36/0,1,4/00,0/50,41,DefaultFieldMatrixPreservingVisitor<T extends FieldElement<T>>.end(),1,42,2,0/90,1/00,3,5,2,0,0,0,0,0,0,0,9,3,0
src/main/java/org/apache/commons/math/linear/DefaultRealMatrixChangingVisitor.java,41,7,0/0,0,31/7,1,3/00,0/67,32,DefaultRealMatrixChangingVisitor.end(),1,38,2,1/00,1/00,2,3,2,0,0,0,0,0,0,0,9,3,0
src/main/java/org/apache/commons/math/linear/DefaultRealMatrixPreservingVisitor.java,39,6,0/0,0,33/3,1,3/00,0/33,32,DefaultRealMatrixPreservingVisitor.end(),1,41,2,0/83,1/00,2,3,1,0,0,0,0,0,0,0,9,3,0
src/main/java/org/apache/commons/math/linear/EigenDecomposition.java,592,203,0/5,159,39/2,1,2/00,92/00,101,EigenDecomposition.EigenDecomposition(),2,104,3,1/88,2/00,7,12,182,2,0,0,0,0,0,0,11,3,0
src/main/java/org/apache/commons/math/linear/FieldDecompositionSolver.java,68,7,0/0,0,64/7,1,2/00,0/00,,,0,50,1,0/57,0/00,3,4,0,0,0,0,0,0,0,0,8,3,0
src/main/java/org/apache/commons/math/linear/FieldLUDecomposition.java,393,192,20/8,86,30/0,2,4/50,9/44,86,FieldLUDecomposition<T extends FieldElement<T>>.FieldLUDecomposition(),13,322,6,3/05,3/89,6,16,28,76,46,18,2,0,0,0,7,3,0
src/main/java/org/apache/commons/math/linear/FieldMatrix.java,726,54,0/0,0,89/3,1,44/00,0/00,,,0,39,1,0/93,0/00,4,50,0,0,0,0,0,0,0,0,17,3,0
src/main/java/org/apache/commons/math/linear/FieldMatrixChangingVisitor.java,53,6,0/0,0,54/7,1,3/00,0/00,,,0,41,1,0/50,0/00,3,3,0,0,0,0,0,0,0,0,10,3,0
src/main/java/org/apache/commons/math/linear/FieldMatrixPreservingVisitor.java,52,6,0/0,0,53/8,1,3/00,0/00,,,0,41,1,0/50,0/00,3,3,0,0,0,0,0,0,0,0,10,3,0
src/main/java/org/apache/commons/math/linear/FieldVector.java,239,33,0/0,0,77/4,1,22/00,0/00,,,0,52,1,0/88,0/00,4,29,0,0,0,0,0,0,0,0,9,3,0
src/main/java/org/apache/commons/math/linear/IllConditionedOperatorException.java,40,7,0/0,1,35/0,1,1/00,1/00,40,IllConditionedOperatorException.IllConditionedOperatorException(),1,41,2,0/57,1/00,4,2,1,0,0,0,0,0,0,0,2,3,0
src/main/java/org/apache/commons/math/linear/InvertibleRealLinearOperator.java,34,3,0/0,1,41/2,1,0/00,0/00,,,0,37,1,0/33,0/00,2,1,0,0,0,0,0,0,0,0,5,3,0
src/main/java/org/apache/commons/math/linear/IterativeLinearSolver.java,163,34,8/8,29,54/0,1,6/00,3/17,74,IterativeLinearSolver.checkParameters(),4,84,3,1/44,1/50,7,8,16,3,0,0,0,0,0,0,7,3,0
src/main/java/org/apache/commons/math/linear/IterativeLinearSolverEvent.java,57,8,0/0,3,52/6,1,1/00,1/00,40,IterativeLinearSolverEvent.IterativeLinearSolverEvent(),1,41,2,0/75,1/00,3,4,1,0,0,0,0,0,0,0,7,3,0
src/main/java/org/apache/commons/math/linear/JacobiPreconditioner.java,95,29,17/2,17,34/7,1,6/00,3/33,55,JacobiPreconditioner.create(),6,65,4,2/07,1/83,2,7,11,5,4,0,0,0,0,0,4,3,0
src/main/java/org/apache/commons/math/linear/LUDecomposition.java,346,164,19/5,47,32/1,2,6/00,11/33,86,LUDecomposition.LUDecomposition(),13,114,5,2/90,4/00,4,17,29,66,37,11,0,0,0,0,6,3,0
src/main/java/org/apache/commons/math/linear/MatrixDimensionMismatchException.java,70,15,0/0,5,40/0,1,5/00,1/00,41,MatrixDimensionMismatchException.getExpectedColumnDimension(),1,47,2,1/07,1/00,4,6,5,0,0,0,0,0,0,0,3,3,0
src/main/java/org/apache/commons/math/linear/MatrixUtils.java,833,185,0/0,263,49/9,1,2/00,1/00,52,MatrixUtils.createRealMatrix(),1,53,2,0/05,1/00,178,5,2,0,0,0,0,0,0,0,17,3,0
src/main/java/org/apache/commons/math/linear/NonPositiveDefiniteMatrixException.java,69,21,0/0,4,36/2,1,4/00,2/25,44,NonPositiveDefiniteMatrixException.getThreshold(),1,47,2,1/19,1/00,5,7,9,0,0,0,0,0,0,0,6,3,0
src/main/java/org/apache/commons/math/linear/NonPositiveDefiniteOperatorException.java,40,7,0/0,1,35/0,1,1/00,1/00,41,NonPositiveDefiniteOperatorException.NonPositiveDefiniteOperatorException(),1,42,2,0/57,1/00,4,2,1,0,0,0,0,0,0,0,2,3,0
src/main/java/org/apache/commons/math/linear/NonSelfAdjointOperatorException.java,43,7,0/0,1,39/5,1,1/00,1/00,44,NonSelfAdjointOperatorException.NonSelfAdjointOperatorException(),1,45,2,0/57,1/00,4,2,1,0,0,0,0,0,0,0,2,3,0
src/main/java/org/apache/commons/math/linear/NonSquareMatrixException.java,39,7,0/0,1,33/3,1,1/00,1/00,38,NonSquareMatrixException.NonSquareMatrixException(),1,40,2,0/57,1/00,4,2,1,0,0,0,0,0,0,0,10,3,0
src/main/java/org/apache/commons/math/linear/NonSquareOperatorException.java,38,7,0/0,1,34/2,1,1/00,1/00,38,NonSquareOperatorException.NonSquareOperatorException(),1,39,2,0/57,1/00,4,2,1,0,0,0,0,0,0,0,2,3,0
src/main/java/org/apache/commons/math/linear/NonSymmetricMatrixException.java,68,19,0/0,1,38/2,1,4/00,1/75,45,NonSymmetricMatrixException.getThreshold(),1,48,2,1/16,1/00,4,8,7,0,0,0,0,0,0,0,3,3,0
src/main/java/org/apache/commons/math/linear/OpenMapRealMatrix.java,245,120,15/0,76,26/9,1,16/00,5/94,183,OpenMapRealMatrix.multiply(),6,202,6,2/32,2/13,5,20,51,29,8,5,2,0,0,0,10,3,1
src/main/java/org/apache/commons/math/linear/OpenMapRealVector.java,753,363,18/2,269,29/7,3,19/33,4/95,697,OpenMapRealVector.equals(),9,498,5,2/19,2/16,8,57,177,100,20,1,0,0,0,0,35,3,2
src/main/java/org/apache/commons/math/linear/package-info.java,20,1,0/0,0,0/0,0,0/00,0/00,,,0,20,0,0/00,0/00,1,0,0,0,0,0,0,0,0,0,3,3,0
src/main/java/org/apache/commons/math/linear/PivotingQRDecomposition.java,384,224,22/8,54,20/6,2,8/50,10/88,69,PivotingQRDecomposition.PivotingQRDecomposition(),17,374,7,3/31,4/06,8,22,40,58,40,33,20,3,0,0,4,3,0
src/main/java/org/apache/commons/math/linear/PreconditionedIterativeLinearSolver.java,191,36,8/3,30,50/3,1,8/00,2/50,124,PreconditionedIterativeLinearSolver.checkParameters(),4,134,4,1/53,1/38,7,9,16,2,2,0,0,0,0,0,7,3,0
src/main/java/org/apache/commons/math/linear/ProvidesResidual.java,35,3,0/0,0,42/9,1,1/00,0/00,,,0,35,1,0/33,0/00,2,1,0,0,0,0,0,0,0,0,3,3,0
src/main/java/org/apache/commons/math/linear/QRDecomposition.java,377,177,21/5,51,35/3,2,5/50,14/45,353,Solver.solve(),14,224,7,2/99,4/80,7,20,43,50,30,19,9,2,0,0,9,3,0
src/main/java/org/apache/commons/math/linear/RealLinearOperator.java,72,5,0/0,3,69/4,1,0/00,0/00,,,0,58,1,0/60,0/00,2,3,0,0,0,0,0,0,0,0,8,3,0
src/main/java/org/apache/commons/math/linear/RealMatrix.java,732,57,0/0,0,88/8,1,51/00,0/00,,,0,45,1,0/89,0/00,6,51,0,0,0,0,0,0,0,0,20,3,0
src/main/java/org/apache/commons/math/linear/RealMatrixChangingVisitor.java,52,5,0/0,0,55/8,1,3/00,0/00,,,0,39,1,0/60,0/00,2,3,0,0,0,0,0,0,0,0,10,3,0
src/main/java/org/apache/commons/math/linear/RealMatrixPreservingVisitor.java,51,5,0/0,0,54/9,1,3/00,0/00,,,0,39,1,0/60,0/00,2,3,0,0,0,0,0,0,0,0,10,3,0
src/main/java/org/apache/commons/math/linear/RealVector.java,1139,258,1/9,369,49/1,3,3/33,22/60,185,RealVector.subtract(),3,995,7,3/65,2/00,15,18,18,105,44,4,8,48,0,0,36,3,0
src/main/java/org/apache/commons/math/linear/RealVectorFormat.java,257,91,11/0,49,44/7,1,14/00,3/50,72,RealVectorFormat.format(),1,257,4,1/36,1/00,15,42,24,6,4,0,0,0,0,0,13,3,0
src/main/java/org/apache/commons/math/linear/RectangularCholeskyDecomposition.java,150,56,25/0,9,38/0,1,3/00,16/67,170,getRootMatrix().getRank(),1,109,6,3/55,1/00,3,3,8,9,18,9,6,0,0,0,6,3,0
src/main/java/org/apache/commons/math/linear/SingularMatrixException.java,35,7,0/0,1,28/6,1,1/00,1/00,35,SingularMatrixException.SingularMatrixException(),1,36,2,0/57,1/00,4,2,1,0,0,0,0,0,0,0,9,3,0
src/main/java/org/apache/commons/math/linear/SingularOperatorException.java,36,7,0/0,1,27/8,1,1/00,1/00,36,SingularOperatorException.SingularOperatorException(),1,37,2,0/57,1/00,4,2,1,0,0,0,0,0,0,0,2,3,0
src/main/java/org/apache/commons/math/linear/SingularValueDecomposition.java,698,332,29/8,67,31/4,3,6/00,17/00,88,SingularValueDecomposition.SingularValueDecomposition(),85,418,9+,4/46,6/67,6,21,46,55,44,42,48,45,17,9,13,3,0
src/main/java/org/apache/commons/math/linear/SparseFieldMatrix.java,164,70,11/4,57,30/5,1,13/00,3/77,86,SparseFieldMatrix<T extends FieldElement<T>> extends AbstractFieldMatrix<T>.setEntry(),3,93,4,1/76,1/62,5,16,41,7,1,0,0,0,0,0,7,3,0
src/main/java/org/apache/commons/math/linear/SparseFieldVector.java,523,270,18/5,236,26/2,1,34/00,3/68,538,SparseFieldVector<T extends FieldElement<T>> implements FieldVector<T>.equals(),11,383,5,2/23,1/76,9,39,127,74,18,3,0,0,0,0,16,3,0
src/main/java/org/apache/commons/math/linear/SparseRealMatrix.java,26,2,0/0,0,26/9,1,0/00,0/00,,,0,18,0,0/00,0/00,2,0,0,0,0,0,0,0,0,0,4,3,0
src/main/java/org/apache/commons/math/linear/SparseRealVector.java,24,2,0/0,0,25/0,1,0/00,0/00,,,0,17,0,0/00,0/00,2,0,0,0,0,0,0,0,0,0,5,3,0
src/main/java/org/apache/commons/math/linear/SymmLQ.java,1164,299,10/0,141,62/5,3,8/00,9/54,362,State.init(),10,370,6,2/66,2/29,9,28,95,116,37,5,10,0,0,0,9,3,0
src/main/java/org/apache/commons/math/linear/TriDiagonalTransformer.java,230,97,9/3,36,34/3,1,4/00,20/75,97,TriDiagonalTransformer.getQT(),7,116,7,2/92,3/67,4,10,14,54,4,4,6,2,0,0,10,3,0
src/main/java/org/apache/commons/math/MathException.java,187,47,2/1,24,52/9,1,10/00,1/80,159,MathException.getMessage(),2,161,3,1/40,1/10,9,14,20,4,0,0,0,0,0,0,23,3,0
src/main/java/org/apache/commons/math/MathRuntimeException.java,445,114,0/9,76,48/1,1,30/00,2/23,164,MathRuntimeException.getMessage(),2,166,3,1/22,1/05,25,45,38,6,0,0,0,0,0,0,29,3,0
src/main/java/org/apache/commons/math/ode/AbstractIntegrator.java,344,161,11/8,87,30/5,1,24/00,4/29,289,AbstractIntegrator.acceptStep(),15,349,5,1/87,1/83,25,33,58,30,13,2,0,0,0,0,38,3,1
src/main/java/org/apache/commons/math/ode/AbstractParameterizable.java,70,23,17/4,8,27/1,1,4/00,2/25,60,AbstractParameterizable.isSupported(),3,63,4,1/48,1/75,6,5,8,3,1,0,0,0,0,0,2,3,0
src/main/java/org/apache/commons/math/ode/ContinuousOutputModel.java,313,132,20/5,68,41/2,1,10/00,10/50,238,ContinuousOutputModel.setInterpolatedTime(),14,141,4,2/39,3/90,11,16,39,43,23,0,0,0,0,0,17,3,0
src/main/java/org/apache/commons/math/ode/EquationsMapper.java,85,22,9/1,4,43/5,1,5/00,2/00,75,EquationsMapper.insertEquationData(),2,78,3,1/36,1/40,4,8,8,2,0,0,0,0,0,0,3,3,0
src/main/java/org/apache/commons/math/ode/events/EventHandler.java,175,8,0/0,0,88/0,2,2/00,0/00,,,0,86,2,0/88,0/00,2,5,1,0,0,0,0,0,0,0,14,3,0
src/main/java/org/apache/commons/math/ode/events/EventState.java,292,128,10/9,45,36/3,2,6/00,7/58,187,EventState.evaluateStep(),13,226,5,2/27,2/67,12,26,47,18,11,15,0,0,0,0,31,3,1
src/main/java/org/apache/commons/math/ode/events/package-info.java,96,1,0/0,0,0/0,0,0/00,0/00,,,0,96,0,0/00,0/00,1,0,0,0,0,0,0,0,0,0,3,3,0
src/main/java/org/apache/commons/math/ode/ExpandableStatefulODE.java,269,96,11/5,54,46/5,2,9/00,3/44,95,ExpandableStatefulODE.setCompleteState(),3,98,3,1/86,1/61,5,24,46,21,0,0,0,0,0,0,4,3,0
src/main/java/org/apache/commons/math/ode/FirstOrderConverter.java,98,21,0/0,9,58/2,1,3/00,3/67,78,FirstOrderConverter.computeDerivatives(),1,79,2,1/43,1/00,2,8,11,0,0,0,0,0,0,0,9,3,0
src/main/java/org/apache/commons/math/ode/FirstOrderDifferentialEquations.java,55,4,0/0,0,61/8,1,2/00,0/00,,,0,54,1,0/50,0/00,2,2,0,0,0,0,0,0,0,0,9,3,0
src/main/java/org/apache/commons/math/ode/FirstOrderIntegrator.java,56,5,0/0,0,58/9,1,1/00,0/00,,,0,61,1,0/20,0/00,4,1,0,0,0,0,0,0,0,0,9,3,0
src/main/java/org/apache/commons/math/ode/JacobianMatrices.java,397,157,19/1,51,40/3,3,5/67,6/94,348,JacobiansSecondaryEquations.computeDerivatives(),14,394,9+,3/04,2/82,8,23,47,31,21,10,4,2,4,7,5,3,0
src/main/java/org/apache/commons/math/ode/MainStateJacobianProvider.java,33,3,0/0,0,39/4,1,1/00,0/00,,,0,34,1,0/33,0/00,2,1,0,0,0,0,0,0,0,0,3,3,0
src/main/java/org/apache/commons/math/ode/MultistepIntegrator.java,361,109,3/7,44,50/1,5,4/00,2/00,0,NordsieckTransformer.{none}(),3,371,5,1/95,1/20,11,25,45,19,10,1,0,0,0,0,24,3,0
src/main/java/org/apache/commons/math/ode/nonstiff/AdamsBashforthIntegrator.java,279,80,10/0,47,56/3,1,3/00,22/67,191,AdamsBashforthIntegrator.integrate(),9,233,5,2/78,3/67,8,4,23,18,17,10,0,0,0,0,25,3,0
src/main/java/org/apache/commons/math/ode/nonstiff/AdamsIntegrator.java,122,21,0/0,8,50/8,1,5/00,1/40,52,AdamsIntegrator.updateHighOrderDerivativesPhase2(),1,58,2,1/00,1/00,7,7,7,0,0,0,0,0,0,0,11,3,0
src/main/java/org/apache/commons/math/ode/nonstiff/AdamsMoultonIntegrator.java,360,111,9/9,56,55/0,2,4/00,11/00,208,AdamsMoultonIntegrator.integrate(),8,257,5,2/77,2/57,10,5,33,26,26,11,0,0,0,0,27,3,0
src/main/java/org/apache/commons/math/ode/nonstiff/AdamsNordsieckTransformer.java,310,85,3/5,43,57/7,1,4/00,15/75,151,AdamsNordsieckTransformer.AdamsNordsieckTransformer(),3,194,4,1/67,2/00,15,7,56,5,2,0,0,0,0,0,11,3,0
src/main/java/org/apache/commons/math/ode/nonstiff/AdaptiveStepsizeIntegrator.java,319,109,15/6,38,45/5,1,12/00,6/50,246,AdaptiveStepsizeIntegrator.initializeStep(),9,324,4,1/84,2/67,10,21,56,20,2,0,0,0,0,0,26,3,0
src/main/java/org/apache/commons/math/ode/nonstiff/ClassicalRungeKuttaIntegrator.java,66,7,0/0,2,48/5,1,1/00,1/00,70,ClassicalRungeKuttaIntegrator.ClassicalRungeKuttaIntegrator(),1,72,2,0/86,1/00,2,4,1,0,0,0,0,0,0,0,4,3,0
src/main/java/org/apache/commons/math/ode/nonstiff/ClassicalRungeKuttaStepInterpolator.java,122,39,10/3,2,41/8,1,4/00,7/75,92,ClassicalRungeKuttaStepInterpolator.computeInterpolatedStateAndDerivatives(),6,107,4,2/54,2/25,3,5,9,12,10,0,0,0,0,0,10,3,0
src/main/java/org/apache/commons/math/ode/nonstiff/DormandPrince54Integrator.java,134,28,3/6,8,44/8,1,4/00,2/75,138,DormandPrince54Integrator.estimateError(),2,147,3,1/46,1/25,3,14,6,5,0,0,0,0,0,0,8,3,0
src/main/java/org/apache/commons/math/ode/nonstiff/DormandPrince54StepInterpolator.java,177,87,10/3,13,27/7,1,6/00,9/83,169,DormandPrince54StepInterpolator.computeInterpolatedStateAndDerivatives(),9,175,4,2/21,2/67,5,23,26,15,18,0,0,0,0,0,13,3,0
src/main/java/org/apache/commons/math/ode/nonstiff/DormandPrince853Integrator.java,236,45,4/4,35,39/4,1,4/00,4/50,252,DormandPrince853Integrator.estimateError(),3,262,3,1/53,1/50,3,24,9,9,0,0,0,0,0,0,8,3,0
src/main/java/org/apache/commons/math/ode/nonstiff/DormandPrince853StepInterpolator.java,380,172,12/2,38,24/2,1,9/00,12/11,315,DormandPrince853StepInterpolator.computeInterpolatedStateAndDerivatives(),11,323,5,2/10,3/44,8,55,51,30,26,2,0,0,0,0,16,3,0
src/main/java/org/apache/commons/math/ode/nonstiff/EmbeddedRungeKuttaIntegrator.java,306,124,13/7,56,39/5,1,9/00,10/89,191,EmbeddedRungeKuttaIntegrator.integrate(),19,237,7,2/77,3/00,6,20,48,9,17,15,6,3,0,0,29,3,2
